,Global X,Global Y,Nestin,CK7,Megalin,N/A,CD14,CD20,N/A,Calbindin,Aqp2,N/A,aSMA,VCAM-1,N/A,Beta catenin,CD31,Vimentin,CD163,WT1,Seq 22,N/A,MCP1,LC3B,N/A,CD68,MPO,N/A,CD3,IL9,N/A,Seq 17,CD56,TNF-a
2826,128,5652,1,1,1,1,1,1,1,14043,2290,1,1,1,1,1,1,4104,117.5,1,1,1,1,283,1,227,1164,631,507,1,1,1,1,1
2827,1705,2801,1401,1,1,644,1,1,1,364,285,1,1,1,1,1,1,49735,65.5,779.5,1,124,1,12,1,1049.5,1672,1,1,1,1263,1,1266,1
2828,5744,8619,1,330,1,1,1,1,1,7647,4524,1,30,118.5,1,1,1,1,1,288,1,28,1,87,1,626,1834,1,634,155.5,1,1,451,1
2829,2220,424,1412,1,13074,1,1,1,1,1,3467,165,2703,1414,1,1,1,35950,1,12171,1,5975,636,5,1,1,2817,365,1,1,1,407,1,1
2830,729,3094,1,1,11356,1,1,1,1,798,1313,1,1,1,1,1,1,1,1,476,1,349,1,125,350,98.5,1309,22,135,1,255,1,81,1
2831,6885,8360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,671,1,138,185,1,1,107,1,1,356,71.5,1,1,1,1,1,710,1
2832,5896,7508,1,1,1129,1,1,1,1,3722,2256,1,1,1308,1,710,1,86,1,179,251,45,1,32,1,281,885,1,783,344,1,1,650.5,1
2833,1896,1664,1,1,1,1,1,1,1,448,1,1,1,1,6366,1,1,12091,1,859,1,1,1,361,265,518,695,1016,406,49.5,497,1,762,1
2834,6807,155,1,1,1,1,689.5,1,1,6162.5,28036,1,1,74,1,1,1,620,1,216,1,1,1,1,399,554.5,1104,1,138,105,1,1,602,5.5
2835,1981,1604,1,1,1,1,99.5,1,177,151,1,1,1,1,6366,1,4594,15775,222,402,1,1,1,179,492,818,1787,65,52.5,1,497,1,733,1
2836,6939,8035,1,42929,1,1,1,1,1,3089,19512,1,1,1,1,1,1,1,1,403,57.5,1,1,264,1,601,1058,1,444,287,1,1,704,1
2837,8300,3568,1,1,1,44572,1,1,1,8929,19555,1,1,212,1,833,1,1,1,678,1,574,1,387,1,297,3594,1,450,164,1,1,1,1
2838,6486,8428,17,277,216,1,72,1,1,7.5,1,1,1,1,1,1,1,82.5,1,1,1,337,1,70,1,1,520,1,88,1,1,1,317,1
2839,989,3519,1,1,1,1,1,1,1,23522,6767,1,1,1,1,1,1,142,1,419,1,335,1,251,147,833,1568,1,243,1,1,1,1,1
2840,779,1877,1,1,1,1,1,1,1,1130,1,1,1,1,1,1,1,22506,68,367,1,56,1,1,1,368,1179,7,1,89,1,1,1476,1
2841,75,4221,1,1,1,1,1116,1,1,1606,1,1,1,1,1,1,780,16930,1,195,107.5,1,293,57,1,291,1816,1,347,142,1,1,469,1
2842,8013,4876,1,1,1,1,1,1,1,5535,55080,1,1,1,1,1,1,1,1,160,1,47,1,75,98,394,1076,1,725.5,1,1,1,192,1
2843,8268,2505,1,1,1,1,1,1,1,705,4553,1,1,1,1,1,1,3323,137,1,65,31,1,57,1,1047,831,103,541,224,1,80,608,1
2844,6740,6938,1,5342,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,66,1,345,108,1,11.5,78,1,1,1,1
2845,7852,6900,1,1,1,657,1,1,1,1,1,1,1,1,1,1,117,11353,43,186,1,1,1,1,1,153,722.5,1,226,1,19,1,842,363
2846,1094,802,1,1,1,1,7086,1,1,3159,1,1,128,1,1,1,1,38552,1,1326,1,22,1,138,51,489,2131,586,564,1,101,1,1,1
2847,5844,8900,1,313,1,1,1,1,1,1,312,1,16,1,1,1,1,7415,1,256.5,1,1,1,38,1,168,607,1,1044,1,159,1,1,97
2848,446,2426,1,1,29,1,1,1,14,5283,1,1,1,1,947,1,1,1,1,1,1,1,1,1,1,126,1061,1,1,1,1,1,1,1
2849,7299,5549,1,1,166,1,105,685,1,3716,6852,1,81,1,1,560,2,1,114.5,327.5,427,1,1,713,589,273,1329,1,93,1,1,89.5,220.5,1
2850,205,5415,1,8120,1,4648,1,1,1,1,158,1,1,1977,10326,1,1,1,1,1626,1,1,1,403,145,386,1573,631,243,774,53,1,1,1
2851,135,4705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17340,1,416,1,365,1,1,1,1,204,282,1,1,1,1,1,1
2852,785,4004,1,1,1,1,1,1,1,1,1,1,1,1,3115,1,1,4579,1,2372,1,1,1,1,1,320,531,1,1,1,1,1,432,1
2853,8367,1374,1,1,1,1,1,1,1,1,1,1,1,1,532,1,1,2949,121,1,167,1,1,196,1,175,336.5,1,366,47,1,1,93,1
2854,2007,2599,1,26574.5,1,110,1,1,1,2709,1,1,1,1,1,1,1,25208,134,389,1,21,1,355,5,301,527,26,302.5,1,1,1,1160,1
2855,5824,8116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,251,1,1,1,1,1,1,1
2856,7218,1982,1,5024,1,1,1,1,1,1,1154,1,1,1,1,1,1,1,1,72.5,25,1,1,1,6,162,1006,1,205,1,69,1,37,13
2857,7618,6900,1,4549.5,1,657,1,132,1,5861,9361,1,1,198.5,1,1,1,594,276,625.5,1,1,1,526,1,810.5,1653,1,66,400.5,36,1,586,1
2858,7362,2646,1,1,1,1,426,1,1,1,1,1,242,37,1,639,1,1,330,443,94.5,225,114.5,109,1,1,72,367,665,275,1,108,839,1
2859,1771,2401,1,1,1,24221,1,1,1,1,1,1,1,1,1,1,1,5879,1,513,1,1,1,136,1,220,1755,1,172,1,1299,1,706,1
2860,8082,4342,1,1,1,1,1,1,1,2859,445,1,1,1,333,1,1,1,1,92.5,1,172,1,1,403,1,998,1,1,1,98,1,181,1
2861,7534,699,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,16483,1,284,1,1,89,1,20,570,618,1,1,3,1,1,1,112
2862,8423,2450,1,1,1,1,1,1,1,9522.5,3665,19,1,1724,1,1,1,17123,1,561,1,113,1,433,37,1057,1364,1,1145,648,1,1,941,1
2863,7632,3142,1,1,1,1,1,2154,1,1,1775,39,1,1,1,1,1,4539,1,131,1,1,1,322,1,216,1116,1,168,1,20,1,304.5,1
2864,7759,5101,1,3322,1,1,1,1,1,21880,11863,1,1,1,1,1,1,1603,1,434,1,1,1,1,26,1665,1237,1,374,691,1,1,296,37
2865,7050,7420,487.5,1,1,1,1,1,591,11933,1,1,1,354.5,1,419,1,1,165,1,1,1,8,1,1,1217,1,132,155,220.5,1,1,477,1
2866,7199,5148,1,1,1,198,1,1,1,3922,1,1,1,1,1,1,1,3028,316,538,99.5,699,1,1,36,641,279,1,1,1,1,1,1,1
2867,6895,4209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4729,1,425,1,1,64,65,1,885,2152,1,340,1,1,1,812,1
2868,693,5031,1,1,1,1,1,1,1,958,2772,1,1,1,1,1,1,2401,1,1,1,1,1,214,1,54,1059,1,43,1,1,1,365,1
2869,6803,1489,1,1,1,1,1,1,1,696,23354,1,1,1,765,1,1,5071,1,277,22,1,1,292,1,151,1743,421,311,1,1,1,323,1
2870,8700,24,1,1,1,1,1,1,74,1,1,1,1,1,1,1,122,13582,1,87,7,1,1,1,43,1,1088,78,156,1,1,1,378,1
2871,7517,738,1,1,1,1,1870,1,1,5855,4106,1,1,1,1,1,5949,14902,64.5,422,357,1,1,1,20,440,689,1,295,1,1,1,330,1
2872,499,3242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47283,480,1017,1,1,1,367.5,858,220,1317,1,505,1,255,1,651,1
2873,740,4004,1,1,1,1,1,1,1,1,1,1,1,1,3115,1,1,9248,1,12106,1,1,1,1,1,336,1,1,1,1,1,1,1,1
2874,7616,661,1,1,159.5,1,1,1,1,987,1,1,1,275.5,1,1,40,4003,89,1,64.5,1,1,165,20,369,95,1,1,167,1,51.5,492,1
2875,1158,2021,1,1,278,1937,1,1,1,1653,9211,349,1,1,1,1,1,548,137,1088,1,1,1,255,173,1,2082,1,1,78,1,1,1121,1
2876,1787,81,1,1,1,3702,1,1,1,1,1,1,1,1,1,1,1,26939,197,1,1,1,1,1,1,208,484,1,1,1,241,1,220,1
2877,642,6052,1,1,1,1,1,1,1,2644,1985,16,1,551,1,1,1,44225,1,1426,1,1,1,36,442,845,1173.5,9,428,1,1,1,1021,1
2878,1800,2988,1,2390.5,1,1,1,1,106,9257.5,912,1,1,1,1,1,1,18,1,1015.5,1,1,1,701,50,796,1505,207,376.5,666,1263,1,1524,1
2879,6831,222,1,1611,1,1,1,1,1,1784,23093,1,1,7618,1,1,1,1,1,479,1,1,1,1,399,186,1950,1,263.5,36,1,1,183,1
2880,1857,2421,1,1,1,10424,1,1,1,1219,155,1,1,1,1,1,1,30701,172,491,1,1,1,426,1,439,2036,1,356,1,1,1,1681,1
2881,7781,392,762,41087,1962,1,1,1,1,1,3204,1,1,1,1,1,1,3973.5,275,276,1,1,1,176,1,107,1275,1,860,1,1,1,9,145.5
2882,362,5682,1,1,1,1377,1,1,1,33380,20458,1,1,1,1,1,1,2189,46.5,181,1,1,1,1,1,293,1377,631,420,1,1,1,592,1
2883,8030,4595,1,1,1,1,1,1,1,48.5,1,1,1,411,333,1,1,8048,1,952,1,47,1,410,403,39.5,366,1,259,266,98,1,1,8
2884,8338,2478,1,1,1,1,1,1,1,1,8152,1,1,1,1,1,1,37452,1,1,1,113,1,1,37,432,1532,103,767.5,1,1,1,503,1
2885,7934,2575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,685,197,592,1,31,1,1,1,781,778,103,452,9,1,1,516,1
2886,991,3258,1,1,1,1,1,1,1,1921,1,1,1,1,1,1,1,25144,557,283,1,1541,1,110,1,165,901,1,238,270,1,1,303,1
2887,989,1944,1,1,1,1937,1,1,1,1,880,349,1,1,1,1,1,18272,247,781,1,1,1,105,1,1761,3177,1,129,164,1,1,2243,1
2888,2330,1088,1562,1,1,1,1,1,1,804,1,1,39311,1,1,1,1,44376,1,211,1,1,1,90,1,443,802.5,592,1,975,1,1,325,1
2889,7008,7742,1,1,1,1,1,1,1,523,1,1,1,1,1,310,5.5,1,1,132,1,1,66.5,228,1,262,469,1,199,1,1,1,97.5,1
2890,7027,3032,1,1,1,1,1,1,1,4251,1,1,1,1,588,1,1,679,38,173,1,410,1,334,1,527,199,1,761,26,14,1,289,1
2891,7419,5450,97,1,1,1,1,1,1,772,1,1,1,909,1,1,1,1,106,217,1,1,1,274,589,110,1380,1,203,92,1,1,585,62
2892,1902,2120,1,550,1,10424,1,1,1,1,1,1,1,1,6366,1,1,20334,100,546.5,1,1,1,177,1,498,1177,1,964,225,497,1,999,1
2893,7672,2775,1,842,1,1,1,1,1,4226,1,1,1,971,1,1,1,1,1,91,1,1,1,177,429,509,542,496,494,236,1,1,348,1
2894,7201,5233,1,1,1,198,1,1,1,1,1,1,1,1,1,1,1,1,1,213,42,699,1,185,36,63,155,1,186,1,1,1,72,79.5
2895,6823,8034,1,1,1,1,1,1,1,1697,701.5,1,1,140.5,1,1,1,8131,1,82,450,1,1,558,1,809,417.5,1,384,306.5,1,182,877,1
2896,6765,8649,1,1,1,1,1,1,1,1,311,1,1,1,1,1,1,39800,1,1,191.5,337,1,145.5,1,83,1977,61,382,416,1,1,1,1
2897,1842,2995,1,1,1,1,1,1,106,4083,1874,1,1,1,1,3268,1,1,1,354,1,1,1,224,50,282,1667,207,410,1,11,1,655,1
2898,1760,2891,1,1,1,1,1,1,106,21500,8022,1,1,1,1,1,7018,44402,1,513,1,1,1,1,50,804,1894,207,532,119,1263,1,1114,1
2899,8324,2952,1,1,1,70,1,1,3840,4946.5,25668,1,1,1,1,1,1,1,1,174.5,1,2,1,41.5,695,345,1156,1,89,161,1,1,795,1
2900,6463,5682,1,2739,1,1,1,1,1,547,4288,1,1,1,1,1,1,5060,101,342,1,1,1,275,1,274,1162,1,224,1,1,1,653,1
2901,7042,7724,1,1,137,1,1,1,1,8920,2319.5,1,1,1,1,1,1,1,1,1,418,1,1,178,1,661,633.5,1,129,1,1,1,1,1
2902,6668,7629,1,1,1,1,602,1,1,1950,1,1,1241,1,1,979,1,5659,173.5,341,1,1,453,73.5,1,428,99,1,85,1,1,178,237,1
2903,7632,6517,1,1,1,1,1,1,1,5480,1751,1,1,371,1,707.5,1,327,72,520.5,409,1,1,1,1,713,1696,1,497,375,36,191.5,757,1
2904,616,3417,1,1,1,1,1,1,1,554.5,4181,1,1,1,1,1,1,23056,1,472.5,1,1,1,197,1,450.5,1170.5,1,106,1,1,1,627,1
2905,7421,5974,1,1,1,1,1,1,1,2411,4176.5,1,1,1,1,1,1,1,1,432,1,1,203,325,1,508,785,1,1202,1,1,1,1,1
2906,6954,8770,570,1,1,1,1,324,1,6015.5,1622,1,1,1,1,5,1,1,725,313,21,1,1,313.5,1,441,1098,45,150,1,1,253,169,1
2907,7543,3846,1,14051,1,20458,1,1,1,1,1,1,1,215,1253,1,1,1,1,559,1,1,1,128,1,1,44,51,1093,115,1,1,67,1
2908,1419,1409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28762,1,1,1,391,1,529,1,862,1814,1,1,1,1,1,205,1
2909,771,3687,709,1,1,1,1,1,1,1,1272,1,1,1,1283,1,1,50240,1,2122,1,69,1,190,1,1,1698,1,713.5,1,1,1,1271.5,1
2910,7203,4088,1,1297,426,1,1,183,1,425,1,1,1,8,1253,358,1,1,1,208,344,1,37,244,1,390,491,1,91,1,1,30,220,32
2911,527,6404,1,146,1,1,1,1,1,1,3573,1,1,1,1,1,1,33682,1,827,252,1,297,165.5,1,107,942,1,161,312,1,1,1391,251.5
2912,376,3690,1,1,1,1,1,1,1,1,2480,1,1,1,1283,1,1,11708,1,180,1,1,1,1,1,131,1456,1,31,1,1,1,1,1
2913,7373,7967,1,3981.5,1,1,1,1,1,5331,6652,1,1,570,1,1,1,1,138,212,147.5,1,1,7,1,742,753,1,612.5,1,1,1,116,1
2914,850,2202,1,1,1180.5,1937,1,1,1,10672,7556.5,349,1,1,1,1,1,17501.5,1,1,1,1,1,469,903,1875,3738,1,1393,273,271,1,509,1
2915,7860,5232,1,1,1,1,1,1,1,3744,49023,1,1,1,1,1,1,1,1,257,79,1,1,1,212,315,1795,1,350,3,1,1,428,1
2916,820,5240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47445,1,972,1,1,1,49,1,1207,1470,1,385,1,1,1,1,1
2917,125,3743,2819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50229,1,7707,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2918,8456,1208,1,1,1,1,1,1,1,1,1,1,1,1,532,1,1,17.5,1,95,92,1,1,1,1,1,198,1,80,1,1,1,1,1
2919,2461,1200,1,1,1,1,1,1,69,1249.5,2843,1,1,1,1,1,1,37285,1,38,333,1,1,1,99,259.5,1149,592,72,1,1,1,467,164
2920,593,3246,1545,1,1,1,1,1,1,9964,1,1,1,1,1,3272,1,1,712,291,1,1,1,346,858,836,623,1,1,1,255,1,1001,1
2921,1966,1104,1,1,1,1,1,1,1,7653,1,137,1,1,6366,1,1,26535.5,1,955,1,1,1,253.5,1,1262,1055,1,383,727,497,1,821,1
2922,215,4636,548,1,1959,1,1,1,1,44090,20517,1,1,1,1,1,1,1,42,89,1,365,1,304.5,284,80,1269,282,1,1,1,1,569,1
2923,5914,8781,1,1,1,1,33,1,1,305,6709,1,1,1,1,1,1,18334,274,1143,1,28,1,1,1,477,1425,1,355,9,159,1,1,60
2924,1697,584,1,1,1,1,1,1,1,1,2036,1,1,1,1,1,1,3155,493,1023,1,112,1,592.5,1,584,665,1,858,472,3,1,1141,1
2925,6702,8247,1,1,470,1,1,1,1,1,675,1,1,486,1,1,1,19531,343,662,348,337,1,1,1,1,769,450,534,265,1,1,493,1
2926,1450,1542,1,1,1,180,1,1,1,1760,701,1,1,1,1,1,1,55984,1,152,1,1,1,53,36,470,1667,1,39,1,1,1,1008,1
2927,1907,2396,1,1,1,10424,1,1,1,1428.5,3524,1,1,1,1,1,1,23930,1,218,1,1,1,17,1,100.5,643,1,52,1,1,1,249,1
2928,357,4732,1,1,1,1,1,1,111,283,1863,1,1,1,1,1,1,1,1,1200,1,365,1,165,483,1,1396,1,209,1,1,1,250,1
2929,6799,8594,1,4063.5,1,1,1,1,1,2916,1,1,1,1,1,1,1,30368,213.5,269,1,1,1,481,1,612.5,1539,612,528,454.5,1,1,723,101
2930,6690,6568,1,1,1,1,1,1,1,7969,1,1,1,1,1,1,78,23692.5,237,899,58,1,1,1,1,778,1,1,1,83,1,1,817,40.5
2931,7080,3013,1,178.5,1,1,1,251.5,1,7632,6456,1,1151,1,1,1,1,10820,1,598.5,1,410,1,384.5,1,195,848,1,759,102,1,1,433,1
2932,6336,5905,1,1,3485,1,1,942,3551,1,1,1,1,1,1,1,1,15236,196,93,2195,1,1,565,1708,1,137,1,40,1,1,1,1,1
2933,7857,2033,1,1,1,1,1,1,1,1,11807,1,1,1,1,1,1,1,1,212,1,1,1,1,1,1,684,1,318,160,1,1,88,1
2934,624,4541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13693,1,239,1,1,1,108,1,872,593.5,1,653,1,1,1,234,1
2935,142,4313,1,317,11863,1,1,1,1,4833,23261,1,1,1,1,1,1,5938,50,448.5,1,1,1,1,1,220,3554,1,1149,1,1,1,869,1
2936,6338,8828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1829,1,7,160,1,1,97,1,1,425,1,266,1,1,1,24,1
2937,7881,1755,1,1,1,1,1,1,1,4218,5321,1,729,1,1,1,3278,1,1,210,1,1,1,10,1,284,596.5,1,406.5,81,1,1,616,1
2938,500,3764,1,1,1,1,1,1,1,1,1,1,1,1,1283,1,1,8548,1,1226,1,69,1,1,1,105.5,1096,1,1,1,1,1,997,1
2939,7207,3524,1,1,1,1,1,1,1,3683,7467,1,961,1,588,346,1,6517,165,656,1,1,1,670,63,357,1862,1,1190,1,14,1,607.5,1
2940,1040,5310,1,1,1,8808,1,1,1,5819,2163,1,1,1,1,568,1,47372,121,622,1,34,1,348,116,864,761,218,1236,1,1,1,1957,1
2941,813,4062,1,1,1,1,1,1,1,6994,1,1,1,1,3115,1,1,8256,1,3166,1,1,1,1,1,1309,1444,1,618,1,1,1,350,1
2942,6562,6285,1,1,1,1,1,1,1,1119,1846,1,1,1,1,1,1,17345,293,1,42,1,941,1,1,499,1546,1,193.5,75.5,1,161,1,1
2943,2372,1245,1,1,1,1,1,1,1,1,1,1,31432,1,1,1,1,40688,1,485,1,1,1,419,1,8,765,592,1,1,1,1,1,1
2944,7211,8071,1,9278,1,1,1,1,1,1509.5,19612.5,1,1,1,1,1,1,1,1,294,69.5,1,1,370,1,387,761,1,341.5,1,1,1,136,1
2945,6376,5310,1,9205,1,1,1,1,1,4039.5,54015,1,1,1,1,1,1,3255,1,603,1,1,1,57,1,423,670,99,1076,1,1,1,439.5,1
2946,99,4496,1,1,1,1,1,1,1,1041,1,1,1,1,1,1,1,22139,1,118,1,1,1,1,1,218,723,1,472,179.5,1,1,1,1
2947,6984,6228,1,1,1,1,1,1,1,1,1,1,1,74,1,96,84,1,24,256,65.5,1,1,1,1,40,132,300,76,40,1,66,531,1
2948,6354,8900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,130,1,1,1,1,1,1,1,1,220,1,1,45,195,1
2949,8396,2971,1,12984,1,70,1,1,3840,3363,351,1,1,1245,1,1,1,1,1,551,1,2,1,24,695,1371,2307,1,698,478,1,1,525,1
2950,1659,2187,425.5,1,1,24221,1,1,1,1231,1,1,1,1,1,1,1,33105,46.5,117,1,1,1,11,1,563,1823,24,86,1,1299,1,475.5,1
2951,7122,7976,1,1128,1,1,1,1,1,5835,6569.5,1,1,1,1,426.5,1,2.5,1,898,325,1,117,179,1,1666,1874.5,1,258,49,1,132.5,72,52.5
2952,7003,2911,1,3723,1,1,1,170.5,1,347,601.5,1,1,1,1,1,1,1238,1,171,1,410,1,284.5,1,15,424.5,367,147,1,1,1,18,25
2953,473,3690,2263,1,1,1,1,1,1,1,419,1,1,1,1283,1,1,28171,1,10212,1,1,1,1,1,184,745,1,574,1,1,1,2,1
2954,1013,1899,1,1,1,1937,1,1,1,7533,4407,349,1,1,1,1,1,43556,1,1531,1,1,1,1,1,2172,2175,1,598,439,1,1,127,1
2955,368,3956,1,1,1,1,1,1,1,1,650,1,1,1,3115,1,1,11693,1,1585,1,1,1,2,1,656,986,1,114,1,1,1,733,1
2956,857,5483,1,1,1,1,1,1,1,5823,1,16,1,1,1,1,1,37481,43.5,223,1,1,1,333,1,1197,657,9,458.5,1,1,1,826,1354
2957,6313,8310,1,1,1,1,2494,1,1,102,2643,1,1,1,1,1,1,1,10,277,331,337,1,246,1,31,934,1,1,77.5,159,1,135,1
2958,7837,5149,1,1,1,1,1,1,1,7127,57143,1,1,1,1,1,1,1,1,52,1,1,1,101,212,590,1547,1,642,101,1,131.5,1338,1
2959,482,3787,1,1,1,1,1,1,1,1,1,1,1,1,1283,1,1,15175,1,505,1,69,1,385,1,443,1097,1,396,1,1,1,89,1
2960,7907,5203,1,1,1,1,1,1,1,874.5,57328,1,1,1,1,1,1,1,1,66.5,7,1,1,1,212,227,1955,1,706,257,1,1,151,1
2961,5594,8541,1,1,1,1,1,1,1,76.5,1,1,1,1,1,1,1,15981,89,57,1,1,1,69,1,141,379,1,1,54.5,1,1,467,1
2962,6880,5885,1,1,1,1,1,1,1497,2233.5,2645,1,1,1,1,1,1,22439,54.5,665,663,1,334,466,956,491,773,1,411,82,1,1,2,1
2963,7855,1805,1,1,1,1,1,1,1,1,30876,1,1,1,1,100,1,1,45,141,108,1,1,1,1,1,612,1,1,1,1,1,1,1
2964,7042,8401,76.5,2720,1,1,367,1,1,1217,30,1,1,1,1,1,1,1,43,1,1,1,40,29.5,1,132,89.5,1,5,1,1,1,1,1
2965,6334,8694,1,41363,1,1,1,1,1,4536,1,1,1,1,1,1,1,42001,463,1,1,1,1,96,1,362.5,1594,1,213,1,1,1,1,1
2966,1066,2388,1,1,1,1937,1,1,1,25499,1,349,1,1,1,1,1,12255,1,1195,1,1,1,1,1,785,585,1,459,1,271,1,1,1
2967,894,5137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10862,1,74,1,1,1,1,1,491,1,1,1210,1,1,1,1,1
2968,6832,1220,1,1,1,1,1,1,1,8233,53101,1,1,1,765,1,1,1,84,365.5,1,1,211,1,76,401,2304,421,1,120,1,1,339,1
2969,6821,6904,1,4414.5,1,1,1,1,1,1,9406,1,1,1,1,1,1,1,1,93,107,1,1,159,1,1,942,1,46,1,1,1,1,1
2970,1324,1427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19286,1,229,1,391,1,657,36,469,191,1,1,1,1,1,190,1
2971,1523,2105,1,51232,1,1434,1,1,3378,16526,20024,1,1,1,1,1,1,9353,1,769,1,301,1,200,1,1266,2488,24,579,51,1299,1,494.5,1
2972,6842,1198,1,1,1,1,1,1,1,1,1,1,1,1,765,1,1,1,84,391,1,1,1,81,76,122,279,421,1,293,1,1,1,1
2973,1542,3934,1,1,1,1,1,1,1,2026.5,1,1,1,1,1,1,1,50887.5,1,233,1,1,1,1,1,492,1240,1,1,1,1,1,584,1
2974,531,4439,1,1,1,1,1,1,1,283,868,1,1,1,1,1,1,26782,1,1068,1,1,1,270,1,1,1263,199,659,1,339,1,289,1
2975,1259,570,1,1,1,1,1,1,1,1,1,1,1,1,1,3985,1,22879,156,90,1,27,1,272,143,378,598,1,46,1,3,1,570,1
2976,1300,3941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51558,1,840,1,1,1,1,46,1,1163,1,1049,290,1,1,410,1
2977,7345,1330,1,1,534,1,1,1,1,1,1,1,343,1,1,1,1,8941,1,391,189,1,1,105.5,1,1,500,1,212,171,1,1,229,1
2978,8203,1329,271.5,1,1,1,1,584,1,1,4452,1,1,1,1,1,325,6063,115.5,163,1,1,133,219,1,471,890,1,142,47,1,1,249,1
2979,1203,990,1,7828,1,1,1,1,1,16743,17751,1493,1,1,1,1,13741,35826,1,975.5,1,391,1,533,1,1357,717,1,369,1,101,1,1834,1
2980,1668,3412,1,1,1,1,1,1,1,1,4471,1,1,1,1,1,1,48426,1,636,1,291,1,417,1,1445,2958,1,262,490.5,1,1,133.5,1
2981,1079,4532,1,1,1,1,1,1,1,2392,4704,1,1,1,47036,1,1,28949,9.5,462,1,1,1,55,1025,288.5,3940,299,921,1,1,1,296,1
2982,2267,1962,1,1,1,6367,1,1,34,653,1,131,645,1,6366,1,1,43090,1,1021,1,126,1,61,53,119,2064,94,1000,1,497,1,499.5,1
2983,7303,8977,1,1,1,1,1,1,1,12027,1,1,1,60,1,1,1,1202,1,309,1,1,1,1,1,1297,1170,45,16,490,1,1,1,1
2984,7951,3525,1,1,1,1,1,1,1,7,1,1,1,1,17329,1,1,1,26.5,5,1,1,1,29,1,57,221,1,98,40,1,1,1,1
2985,7403,7061,1,20556,1,657,1,1,1,760,46166,1,1,1,1,1,1,1,73.5,58,1,1,1,1,1,249,887,55,120,34,1,1,204,1
2986,410,5027,1,1,1189,1,1,1,1,49298.5,4141,1,1,1,1,1,1,1,1,570.5,8,25,1,88,1,979,1211.5,1,800,440,1,1,1546,1
2987,249,5732,1,1,1,1,1,1,1,35181,18831,1,1,1292,1,1349,1,4344,1,409,1,1,1,137,1,950,1951,631,683,1,1,1,113,1
2988,7931,200,1,152,1,1,1,1,1,6337,33897,1,1,1,1,1,1,1,1,35,1,1,187,125,1,1122.5,2032,1,831,70,1,1,597,1
2989,1194,2575,1,1,1,1,1,1,1,1106,1,1,1,1,1,1,1,1,1,85,1,1,1,217,91,368.5,1485,1281,168,1,130,1,618,1
2990,7687,4896,1,1,1,1,1,1,1,5991,626,1,1,2930,1,240,1,394,210,279,285,1,1,162.5,1,763,1485,1,286,669,1,104,581.5,1
2991,1453,2650,1,1,1,9619,1,1,1,1,1,1,1,1,1,1,1,36244,1,115.5,1,421,1,1,282,436,1047,1,1083,1,130,1,73,1
2992,7507,3046,1,1323,1,1,1,1,1,1683,735,1,1,1,1,1,1,545,219,791,1,225,1,1,1,373,900,1,19,1,1,1,195.5,1
2993,7743,2394,1,1,1,1,1,1,1,115,1470,1,1,425,1,1,1,1,1,1,1,31,1,117,1,65,903.5,1,1,1,1,1,1,1
2994,6576,3578,1,1,1,1,1,1,1,1,1,1,1,1,410,1,1,632,1,59,1,1,1,55,163,149,406,1,447,1,1,1,276,1
2995,2401,120,1,1,1,688,1,2540,1,1,1,1,1,1,1,1,1,26208.5,1,7580,164,112,1,1,1,1,320.5,1,112,1,1,1,297,1
2996,1039,4023,1,1,1,1,1,1,1,1,1,1,9008,1,1,1,1,51298,1,3920,1,239,1,1,1,226,1360,1,256,1,1,1,1,1
2997,1251,3483,1,1,1,7870,1,1,1,3275,1,1,1,1,1,1,1,22079.5,1,302,1,1,1,578,136,572,3250,1,346,386,1,1,505,1
2998,6975,8155,1,1080,1,1,1,1,1,192,53.5,1,1,1,1,65,15.5,1,1,313,256,1,1,1,1,132,404.5,1,89,1,1,1,114,8
2999,5824,8077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,168,1,45,1,1,1,114,446,1,1,1,1,1,96,1
3000,6656,6302,1,1,1,1,1,1,1,4371,1723,1,1,1,1,1,1,4033,1,694,1,1,1,55,1,401,516,1,561,383,1,18,1,146
3001,6701,8638,8,1,309,1,199,129,1,1,433.5,1,214,1,1,189,1,1,1,78,87,337,311,294,1,1,792,61,323.5,1,1,1,50,1
3002,1282,2570,1,7440,1,1,1,1,1,1,587,1,1,1,1,1,1,5930,1,1026,1,1,1,1,91,159,2494,1281,20,78,130,1,1171,1
