,Global X,Global Y,Nestin,CK7,Megalin,N/A,CD14,CD20,N/A,Calbindin,Aqp2,N/A,aSMA,VCAM-1,N/A,Beta catenin,CD31,Vimentin,CD163,WT1,Seq 22,N/A,MCP1,LC3B,N/A,CD68,MPO,N/A,CD3,IL9,N/A,Seq 17,CD56,TNF-a
12651,7825,6198,1,1,1,1,1,1,1,1,17048,33,1,1,6267,1,1,2318,54,252,194,1,1,1,1,1,2449,1,122,1,148,1,1,1
12652,962,5451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52739,1,311,1,1,1,1,1,94,1208,218,682,1,1,1,888,1
12653,2362,251,1,1,1,688,1,1,1,1,1,1,1,1,1,1,13,1,1,394,1,112,1,1,57,1,326,1,1,1,1,1,142,1
12654,201,5126,1,1,1,4648,1,1,1,1564,334,1,1,1,1,74,1,33560,1,16,1,1,1,310,145,1259,1022,1,41,1,1,1,101,1
12655,1195,4538,1,1,1,1,1,1,1,1,2900,1,1,1,1,1,1,54395,1,1,1,1,1,1,89,275,1302,171,1,1,15,1,12,1
12656,1699,2170,1,1,1,24221,1,1,1,3148.5,1,1,1,1,1,1,1,51708,1,663,1,1,1,1,1,392,477,24,37,1,1299,1,1,1
12657,1611,1621,1,1,1,180,1,1,1,1,11569,1,1,1,1,1,1,48268,1,1110,1,1,1,1,265,589,3961,1016,1128,60,1,1,1091,1
12658,7789,797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85,118.5,99,1,39,1,1,1,285,1,1,1,1,1,31,24
12659,1810,2358,1,1,1,10424,1,1,1,1,5143,1,1,1,1,1,1,35417,71,1683,1,1,1,1,1,1,3593,1,170,241,1299,1,2574,1
12660,6065,7060,1,1,1,1,1,1,1,1,3731,1,1,1,1,1,1,29781,119,323,1,63,1,1147,1,1,248,1,1217,1,1,20,1,95.5
12661,6454,6978,1,44825,1,1,1,1,1,1823,2101,1,732,3096,1,1,1,1,1,823,661,1,1,345,1,223,237,1,895,598,1,1,266,1
12662,7052,7346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32432,311,338,1,1,1,81,1,141,1,132,335,494,1,170,1,1
12663,1113,826,1,1,1,1,1,1,1,1,7210,1,1,1,1,1,1,46567,1023,1507,1,22,1,511,51,1064,2230,1,264,1,101,1,829,1
12664,1259,4212,1,38651,1,1,1,1,1,1,1,1,1,1,1,1,1,47690,1,1746,1,1,1,615,44,1358,2223,1,9,58,1,1,607,1
12665,1364,2867,1,1,1,1,1,1,1,1,5229,1,1,1,1,1,1,36930,204,542,1,1,1,424,1,1,1266,1,276,1,1,1,323.5,1
12666,605,2761,1,1,1,1,1,1,1,4137,1,1,1,1,1,1200,1,13395,130.5,1107.5,1,1,1,150,35,482,1374,1,245,1,1,1,820,1
12667,1344,698,645.5,1,1,323,1,1,1,1,1,1,11793,1,1,1,1,17954,284,1160,1,115,1,1,1,221,382,1,1,125,3,1,317,1
12668,2207,2132,1,1,1,10424,1,1,1,2755.634209,1,1,1,1,1,1,1,50815,1,1,1,1,1,31.5,242,1122,802,24,148,1,1,1,1566,1
12669,924,5283,7756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48625,1,1586,1,1,1,1,1,131,523,1,1,1,1,1,1,1
12670,729,5454,1,1,1,1,1,1,1,2412,168,16,1,1,1,1,1,53534,99,1154,1,1,1,1,1,647,1917,9,1383,1,1,1,1,1
12671,7460,4406,1,1,1,1,1,1,1,5349,3352,1,1,1,1,1,1,7049,1,554,48,1,1,138,1,675,1103.5,1,716,41,1,1,515,94
12672,1454,4167,1,1,1,1,1,1,1,1,1,1,4196,1,1,1,1,46471,117,761,1,1,1,934,1,662,1200,1,396,1,1,1,985,1
12673,6895,652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53675,1,224,1,1,1,1,1,199,40,1,1,1,1,1,38,1
12674,1267,4455,1,1,1,7,1,1,741,1,1,1,1,1,1,1,1,45901,1,1340,1,56,1,575,528,584,719,171,567,1,1,1,264,1
12675,7768,5478,1,1,1,1,1,1,1,1,1,1,1,1,6267,1,1,18852,1,605,1,1,1,1,1,1,445,1,31,1,148,1,224,1
12676,1293,4082,1,24057,1,1,1,1,1,1,4598,1,1,1,1,1,1,50763,1,299,1,1,1,67,44,1,2153,1,1,1,1,1,44,1
12677,733,4113,1,1,1,1,1,1,1,1,1,1,1,1,3115,1,1,16851,1,5708,1,1,1,1,1,11,390,1,687,1,1,1,1850,1
12678,270,3812,1,1,1,1,1,1,1,1,1,1,1,1,1283,1,1,9451,1,982,1,1,1,390,1,1407,1082,1,759,1,1,1,782,1
12679,903,5190,1,1,1,1,1,1,1,1,3112,1,1,1,1,1,1,46003,161,613,1,1,1,248.5,1,228,1462,1,459,1,1,1,1,1
12680,6897,3873,1,1,1,1,1,1,1,5691,1,1,1,1,1,1,1,8058,40,121,142,1,1,612,1,852,729,1,418,1,1,1,480,47
12681,6878,3430,1,1,1,1,1,1,1,126,1091,1,1,1,588,1,1,31044,53,1,1,1,1,400,163,96,1340,1,88,1,14,1,370,1
12682,653,5590,1,3984,1,1377,1,1,1,6528,1,16,1,1,1,1,1,50284,1,821,1,1,1,735,1,745,1358,9,381,1,1,1,912,1
12683,6685,4899,1,1,1,1,1,1,1296,446,1,1,1,1,1,1,1,408,589,953,152,24,1,138,1063,491,796,1,632,225.5,1,1,254,1
12684,2057,2479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24879,26,87,1,7,1,26,1,266,1481,106,601,1,1,1,320,1
12685,1312,2820,1,1,1,9619,1,1,1,1,1,1,1,1,1,1,1,38515,1,356,1,421,1,1,1,376.5,494,1,169,1352,1,1,1062,1
12686,1965,2263,1,1,1,10424,1,1,1,1,1,1,1,1,1,1,474,26287,1,220,1,1,1,599,1,680,313.5,1,385,1,1,1,1,526
12687,663,3591,1,1,1,1,1,1,1,1,1,1,1852,190,1283,1,1,48095,1,1719,1,1,1,1,1,1,1,1,1,1,1,1,998,1
12688,1059,4474,1,1,1,1,1,1,1,1,1,1,1,1,47036,1,1,14272,1,1,1,1,1,230,1025,118.5,1518,299,42,1,1,1,2007,1
12689,2415,444,1,1,1,688,1,1397,1,4792,3484,1,1,1,1,1241,1,5095,1,1554,1,112,1,975,1,998,552,2683,901.5,1,1,452,1644,1
12690,1307,427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6624,1,309,1,1,1,1,1,13,714,1,64,496,3,1,842,1
12691,335,3986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4186,1,2583,1,1,1,1,1,731,70,1,418,7,1,1,302,1
12692,805,3985,1,1,1,1,1,1,1,1604,1,1,1,1,3115,1,1,20494,1,2786,1,1,1,211,1,226,531,1,1,394,1,1,497,1
12693,7493,5441,1,1,1,1,1,246,1,1191,1,1,1,1,1,1,1,17097,1,1,1,1,1,80.5,26,72,117,1,251,1,1,1,14,1
12694,1839,1571,1,1,1,1,1,1,1,26939,1,1,1,1,6366,1,1,19043,1,1571,1,1,1,511,265,1793,980,65,396,1,497,1,708,1
12695,7525,105,1,1,235.5,223,1,5.5,1,13516,1,1,1,1,1,1,93,1,396,1086,1,167,1,896.5,29,1257,1,1,1155,609,1,1,1048,1
12696,2066,828,1,1,1,323,1,1,1,1,1,137,1454,1,1,1,1,21353,11,619,1,115,1,1,71,108,306,1,798,99,1,1,452,1
12697,51,4840,1,5270,1,1,1,1,1,2894,4666.5,1,1,1,1,1,1,17158.5,28.5,257,1,8,1,1,1,407.5,1409.5,1,340,1,1,1,928,1
12698,1230,1584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52303,1,508,1,391,1,1,36,452,676,1,763,1,1,1,1090,1
12699,5930,7577,1,6415,1,1,1,1,1,1,13464,1,1,2828,1,381,1,1,1,1050,1,45,1,1,1,1,1083,1,181,183,1,1,1,1
12700,8480,1099,1,1,1,1,1,1,1,1,2584,1,1,1,1,1,1,5851.5,1,572,18,1,1,1,1,268,659,1,117,1,1,1,151,1
12701,1065,3811,1,1,1,1,1,1,1,1975.5,351,1,1170,551,1,1,1,52911,1,985,1,1,1,136,1,228.5,1493,1,554,1,1,1,1044,1
12702,1351,3935,1,1,1,1,1,1,1,2472,6308,1,1,1,1,1,1,29146,1,1352,1,1,1,1,46,888,2795,1,181,442,1,1,1754,1
12703,1211,4800,2,1,1,1,1,1,1,1,1,30,341,1,1,1,1,2003,1,66,1,35,1,16,1,27,214,23,198,1,15,1,127.5,1
12704,7455,373,9,1,1,1,1,1,1,1,152,1,146,45,1,4.5,1,446,189,9,1,405,1,1,1,63,533,1,133,113,1,1,23,193
12705,654,4012,1,1,1,1,1,1,1,1,1,1,1,1,3115,1,1,36774,1,785,1,1,1,1,159,1,947,1,1,1,1,1,1,1
12706,1210,4095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42532,1,1,1,239,1,1,1,1,204.5,1,1,1,1,1,533,1
12707,7078,2985,1,1304,1,1,1,1,1,7632,1,1,1,1,1,1,1,9617,7,282.5,1,410,1,158,1,195,154,1,23,93,1,1,1,1
12708,6833,7604,1,1,458,1,347,1794,1,7628,7668,1,1,1,1,1,1,9523,112,1099,566,1,156,674,1,1012,1161,1,1219,240,1,218,1031,151
12709,1239,3804,1,28798,1,1,1,1,1,1,11261,1,928,1,2466,1,1,36876,1,381,1,1,1,1,1,3.5,3778,1,690,1,316,1,1,1
12710,6901,3021,1,1,1,1,1,1,1,4285,1,1,1,1,588,1,1,52866,1,218,43.5,410,17,46,1,213,162,1,142.5,1,14,1,1,1
12711,1873,1431,1,1,1,1,1,1,1,1,1,1,1,1,6366,1,1,20117,31,235,1,1,1,1,265,678,1278,65,245,137,497,1,946,1
12712,5816,8296,1,1,1,1,1,1,1,4172,1,1,1,253,1,1,1,40348,1,699,1,1,1,613,1,669,171,1,244,29,1,1,581,1
12713,7486,5844,1454,1,1,1,1,1,1,1030,17052,1,1,399,1,1,1,5253,118,558,1,1,1,370,1,537,1703,1,524,473,1,1,453,1
12714,7209,5763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,430,1,1,1,1,1,1,1,1,1,165,89,1,1,1,1,1
12715,8036,5211,1,15273,1,51,1,1,1,13144,19091,1,1,1,1,1,1,9087,123,702,1,18,1,793,212,630,1812,1,513,1,1,1,860,1
12716,1505,4134,1,1,1,1,1,1,1,1,1,1,70,1,1,1,1,51929,146,724,255,1,1,1,1,1,815.5,1,1,1,1,343,1,1
12717,2137,21,1,1,1,1,1,1,1,1,1,1,1358,1,1,1,1,9407,1,205,1,1,1,16,57,290,1,1,1,1,1,1,149,1
12718,1702,3789,1,1,1,1,1,1,25,1,8287,1,1,1,1,1739,1,52580,219,560,1,291,1,1,13,758,1649,1,1,1,1,1,440,1
12719,1482,1659,1,1,1,180,1,1,1,1,1,1,1,1,1,1,1,47509,1,1341,1,1,1,1,1,84,1792,325,398,1027,1,1,1,1
12720,1804,250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48093,690,3413,1,5975,71,415,1,1706,567,1,464,1,241,1,1120,1
12721,2005,1347,1,1,1,1,1,1,1,1,1,1,1,1,6366,1,1,15142,421,1250,1,1,1,329,1,66,685,65,781,1,497,1,369,1
12722,6005,8663,1,222,55,1,40,1,1,177,1,1,1,1,1,1,70,1,1,215,26,28,50,1,1,50,8,1,83,1,159,1,127,1
12723,6437,5999,1,1,1248,1,1,1,1,1,1,1,1,1031,1,1,1,1,1,44,1531,1,218,767,1,1,1,1,443,991,1,1,1,1
12724,1511,3684,1,1,1,39921,1,1,1,7156,2676,1,1,1,1,1,1,37111,1,1,1,1,1,422,1,866,900,1,26,1,1,1,446,1
12725,141,4971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14591,1,1,1,8,1,1,1,70,368,1,1,1,1,1,219,1
12726,1698,3297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43738,1,1,1,1,1,1,1,158,555,1,115,1,1,1,28,1
12727,1680,2379,1,1,1,24221,1,1,1,1,1,1,1,1,1,1,1,50028,1,360,1,1,1,137,1,117,957,24,253,1,1299,1,408,1
12728,721,3114,1,1,11974,1,1,1,1,8279,1,1,1,1,1,271,1,1,312,39,1,349,1,113,350,417,1242,1,1,1,255,1,1,1
12729,6427,7366,1,1,948.5,1,1,1,1,1,1,1,1,1,1,1,1,8744,1,293,304,1,1,1,1,1,444,1,344,328,1,1,247,1
12730,1391,3392,1,1,1,7870,1,1,1,1,752,1,1,1,1,1,1,44017,1,784,1,1,1,248,1,785.5,2267,1,204,55,1,1,650,1
12731,7941,4776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1108,1,1,1,47,1,1,98,1,246,1,88,1,1,1,280,1
12732,443,5681,1,1133,1,1377,1,1,1,6206,1,1,1,1,1,1,1,1,1,1000,1,1,1,1,1,166,1102,631,1,11,1,1,625,1
12733,1879,201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21520,54,1760,1,5975,1,1,1,1,57,1,1,327,1,1,833,1
12734,8130,4139,1,12135,1,1,1,1,1,1,1,1,2120,1,333,1,1,126,43,574,1,1,1,60,1,1,378,1,179,1,98,1,642,1
12735,1067,4399,1,1,1,1,1,1,1,4925,9103,1,1,1,1,1,1,49688,1,663,1,1,1,1,1025,513,907,299,1096,1,1,1,1387,1
12736,240,6731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45344,1,54,1,467,1,293.5,150,364,722,1,99,1,1,1,223,1
12737,1014,4342,1,8159,1,1,1,1,741,1,1,1,1,1,1,1,1,44228,1,685,1,1,1,1,528,1,389,1,1,1,1,1,126,1
12738,1244,632,1,1,1,1,1,1,1,5787,1,1,1,1,1,463,1,33654,1,1,1,27,1,1,259,1602,348,1,333,1,1,1,137,1
12739,525,3866,1,1,1,1,1,1,1,1,3753,1,1,1,1283,1,1,12159,1,733,1,1,1,9,159,473,946,1,7,1,1,1,390,1
12740,890,3272,1,1,1,1,1,1,1,7805,1,1,1,1,1,1,1,26799,1,709,1,1541,1,114,1,624,500,1,1,1,1,1,1341,1
12741,8001,3403,993,1,1,70,1,1,1,1,1,1,1,1,17329,1,1,37807,1,407,1,2,1,15,1,125,1514,370,412,1,1,1,1,1
12742,2428,325,1,59.5,1,688,1,1,1,1,2503,1,1,1,1,1,498,7091,564,1872,1,112,229,1078,885,331,1310.5,1,1035,137.5,1,510,931,1
12743,76,4301,1633,1,1,1,1,1,1,1950,1,1,1,1,1,1,1,37993.5,1,1575,1,1,1,737,1,320,434,1,634,49,1,1,86,1
12744,8124,964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,659,1,1,1,1,1,72,1,1,832,1,266,1,1,1,245,1
12745,247,3823,1,1,1,1,1,1,1,1445,624,1,1,1,1283,1,1,3241,502,1523,1,1,1,265,1412,1,1443,1,97,1,1,1,1255,1
12746,6245,6253,1,1,6800,1,123,1,1,1,1,1,1,1,1,1,1,17975.5,1,28,464,24,1,1,1,1,356,1,1,1,1,1,1,1
12747,8407,1299,1,1,1,1,1,1,1,1,1,1,1,1,532,1,1,40970,42.5,422,1,1,1,174.5,1,1,44,1,105,1,1,1,33,1
12748,8312,165,183.5,800,1,1,1,1,1,1587,192,1,1,328.5,1,1,1,2770,48,318,1,1,9,1,1,531,503,1,103,97,1,1,135,1
12749,810,5617,2241,1,1,1,1,1,1,1,1,16,1,1,1,1,1,29030,210,833,1,1,1,309,1,438,1197,9,480,1,1,1,1655,1
12750,2157,686,1,1,1,1,1188,1409.116119,1,4444,1,1,1289.689022,1,1,1,1,38003,393,980,1,5975,1,1,71,439,888,2683,1,1,1,1,171,1
12751,1477,374,1,2454,1,3522,1,1,1,917,1,1,1,1,1,1706,1,10998,1,205,1,1,1,1,224,1,144,1,165,1,3,1,714,1
12752,1999,819,1,608,1670,323,1,1368,1,1166,1134,137,4103,1,1,1,1,5881.5,298,607,1,115,1,1,71,227,826,1,260,1,1,1,464,1
12753,7905,3433,1,1,1,1,1,1,1,1,14821,1,1856,1,17329,1,1948,56449,1,2617,1,1,1,239,1,1,2161,370,1,50,1,26,1,1
12754,8033,3778,1,1,1,1,1,1,1,6344.5,1,1,1,1,333,1,1,38453,105.5,181,1,1,1,1,98,524.5,5470,111,854,1,98,1,1096,1
12755,7077,5730,1,1,1,1,1,1,1,427,4175,1,1,1,1,1,1,51679,1,623,80,1,1,1,1,513,736,1,15,1,1,1,1201,1
12756,727,2053,1,1,1,1,1,1,1,11493,1331,1,1,1,6130,1,1,17811,1,150,1,1,1,1,903,1548,2732,7,225,98,662,1,1,1
12757,550,4415,1,1,1,1,1,1,1,1,1278,1,1,1,1,1,1,23390,80,1917,1,1,1,99,1,152,2257,1,114,1,339,1,963,1
12758,395,3599,1,1,1,1,1,1,1,1,945,1,1,1,1,1,1,1,1,632,1,1,1,62,1,419,1635,1,382,1,1,1,1346,1
12759,1350,726,1,1,1,323,1,1,1,572,1,1,6092,1,1,6097,1,19194,104,1160,1,115,16,282.5,1,1133,2107,1,419,367,3,1,1336.5,1
12760,8159,3203,1,5355,1,70,1,1,1,1,1071,1,1,1,1,1,1,790,28,591,1,2,1,1,1,1,757,592,1214,1,1,1,1,46
12761,7201,6926,1,1,1,1,1,1,1,2891,1,1,1,1,1,1,1,24835,7,179,5,1,381,1,1,621,251,1,220,1,1,1,1,44.5
12762,1382,614,1,1,1,323,873,1,1,2897,817,1,1,1,1,1,1,24684,379,1166,1,115,1,347,1,1402,1108,1,897,1,3,1,1661.5,1
12763,164,6397,1,1,1,1,33,1,226,1,1,1,1,1,1,1,1,8853,1,1,1,1,1,11,256,1,475,10,121,1,1,1,227,1
12764,8107,2491,1,1,1,1,1,1,1,7917,1,1,1,1,1,1,1,7909,1,205.5,1,31,1,761,1,1277,957,103,915,598,1,1,111,1
12765,521,2889,1,1,77,1,1,1,1,1361,3113,1,1,1,1,1,1,4037,1,755,1,425,1,1,111,85,2862,140,1576,1,1,1,229.5,1
12766,1335,172,1,1,1,3522,1,1,1,1,1,1,3759,1,1,4854,550,50057,356,949,1,1,1,1,693,1,47,1,1090,1,241,1,88.5,1
12767,1209,2906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44623,1,1,1,2448,1,1,1,1,1255,1,285,359,1,1,392,1
12768,7408,2178,1,1,1,1,92,1,1,1050,10283,1,1,764,1,1,211,6714,1,416,36,3,1,565,56,575.5,2015,420,183,271,1,1,788,138
12769,1200,1827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34120,1,162,1,345,52,136.5,1,1,1450,325,184.5,1,1,1,399,1
12770,1305,3465,1,1,1,7870,1,1,1,1,1,1,1,1,1,1,1,36821,1,128.5,1,1,1,1,1,604,1513,1,222,1,1,1,120,1
12771,7865,4818,1793,5997.5,1,1,1,1,1,2656,1587,1,1,1,1,1,1,1,362,500.5,1,47,1,1,1,228,494,1,813,1,1,1,906,1
12772,1576,2709,1,1,1,644,1,1,1,1320,1,1,1,1,1,1,1,44416,1,427,1,124,1,1,282,540,1654,1,1,1,1263,1,837,1
12773,1874,2598,1,1,1,110,1,1,1,2389,379,1,1,1,1,1,1,49132,1,57,1,21,1,105,1,1695,1583,26,906,1,1,1,582,1
12774,594,3537,1,1,1,1,1,1,1,7274,393,1,1,1,1,1,1,12501,1,4764,1,1,1,740,1,1659,1251,1,1,1,1,1,1294,1
12775,2332,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26675,138,1153,1,1,1,1,57,1,1,1,1,253,1,1,1,1
12776,1273,507,1,1,1,1,1,1,1,1,1355,1,3876,1,1,1,5488,26640,226,94,1,1,1,1,1,120,278,1,217,1,3,1,890,1
12777,1418,3676,1,50314,1,39921,1,1,1,1,1,1,1,1,1,1,1,19344,1,414,1,1,1,1,1,1,1712,1,826,1,1,1,1,1
12778,6196,8858,1,3882,1,1,1,1,1,574,1,1,1,1,1,1,1,9312.5,1,99,1,1,1,1,1,12,16,1,1,1,1,1,1,1
12779,1041,1686,1,1,1,1,1,1,1,16980,13704,1,1,1,1,1284,1,54012,1,1788,1,391,1,1,1,2550,8588,325,850,1,1,1,330.5,1
12780,2306,121,1,1,1,1,2223,1,1,1620,1925,1,1,1,1,1,1,21840,1,2180,1,1,1,317,57,1590,92,1,579,1,1,1,190,1
12781,2138,2212,1,1,1,10424,1,1,1,1,1,1,1,1,1,1,1,35508,33,269,1,1,1,526,242,1,1828,1,1,315,1,1,255,1
12782,787,4507,1,1,1,559,1,1,1,1002.869652,1,1,1,1,4541,1,1,24794,1,313,1,1,1,597,1,1288,769,1,980,1,188,1,886,1
12783,1570,3305,1,1,1,1,1,1,1,4941,20233,1,1,1,1,1,1,50790,1,1178,1,1,1,1,1,1648,2893,1,957,399,1,1,186,1
12784,6688,4542,1,27391,1,1,1,1,20,1,246,1,1,1,1668,999,1,1,1,348,1,1,1,167,76,64,644,1,1,1,35,1,577,195
12785,8412,2152,1,46187,1,1,1,1,1,1,9633,1,1,1,1,1,1,1,1,2406,1,113,1,198,1,4,843,1,684,8,1,1,1,1
12786,6933,3238,1,1,1,1,1,1,1,1,1,1,1,1,588,1,1,2942,345,182,1,410,1,292,1,408,870,1,1,1,14,1,250,1
12787,1105,4089,1,1,1,1,1,1,1,1,7552,1,4016,1,1,1,1,44801,70.5,359,1,239,1,1,1,532,2285,1,195.5,1,1,1,1207,1
12788,6514,3640,1,1,1,1,1,1,1,1,1,1,1,1,410,1,1,11190,1,12,1,1,1,1,163,1,479,1,1,1,1,1,53,1
12789,8244,1242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,1,22,1,1,61,1,124,1,1,1,138,1
12790,47,4693,1,591,1,1770,1,1,1,1925,1,1,1,1,1,1,1,38258,116.5,370,1,1,1,1,1,645,1034,1,344,455,1,1,244,1
12791,1060,5141,1,1,1,1,1,1,1,9171,3679,1,1,1,1,1,1,46815,1,738,1,1,1,1,1,1272,1146,1,218,214.5,1,1,800,1
12792,6453,8102,1,1,1,1,1,1754.5,1,1,1,1,1,1,1,254,1,1433,1,1,102,1,1,413.5,1,438,36,1,405,1,1,1,41.5,200
12793,1207,5014,1,1,1,1,1,1,1,7861,774,1,547,1,1,1,1,13347,543,450,1,1,1,327,1,1684,1048,25,727,1,1,1,1613,1
12794,6697,6212,1,1,1,1,1,1,1,5375,2422,1,1,1,1,1,1,45906,1,589,432,1,1,1,1,791,1213,1,406,1,1,1,1,1
12795,955,1694,1,1,1,1,1,1,1,15961,4366,1,1,1,1,1,1,51210,1,567,1,56,1,10,1,1922,2337,1,1,1,1,1,878,1
12796,1052,4498,1,1,1,1,1,1,1,254.5,1,1,1,1,47036,1,1,31486,1,1,1,1,1,690,1025,86,1518,299,216,1,1,1,443,1
12797,8,6251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,964,27840,1,1,20,1,1,1,1,1,357,10,1,1,1,1,329,1
12798,8575,1874,790,1,1,1,1,1207,73,15418.5,17070,1,1,1,1,1,815.5,1,593,32,61,181,1,1016,44,1510.5,3110,1,512,88,1,1,1377.5,1
12799,7596,3069,1,1,1,1,1,1,1,635,1,39,1,1,1,1,1,185,11.5,614,1,1,1,34,1,306,485,1,250,1,20,1,636,1
12800,2118,270,11524,1,1,1,1,1,1,13,1,165,1,1,1,1,1,18736,1,2085,1,1,1,949,1,471,1172,365,1,247,1,1,384,1
12801,6816,7025,1,1,1,1,822,1,1,1,1,1,1,1,1,1,1,1,1,35,1,1,1,1,1,1,36,1,1,1,1,1,1,1
12802,786,4491,1,1,1,559,1,1,1,1,1,1,1,1,4541,1,1,21135,1,313,1,1,1,165,1,280,813,1,324,1,188,1,1,1
12803,6620,6034,1,1,1,1,1,1,1,4540,2132,1,2637,1,1,1,1,28099,225,123,1,1,1,341,1,1423,1640,1,1,182,1,1,775,371
12804,6979,5845,1,1,1,1,1,1,1,2048,9675,1,1,1,1,1,1,4904,1,644,1,1,1,59,1,298,1546,1,609,259,1,1,463,1
12805,7641,6492,1,99,856,1,1,205.5,1,3367,2494,1,1,442,1,1,1,653,99,355,140.5,1,7,380.5,1,413,1056,1,115,227,36,1,181,1
12806,7360,1379,98,949,1,1,1,1,1,1,542,1,1,1,1,1,1,1,1,63.5,1,692,1,125,1,89,669,1,1,11,1,1,1,11
12807,2210,1316,1,1,1,1,1,1,1,1,2247,1,22839,1,1,1,1,34601,40,1754,1,1,1,179,1,937,872,592,152,328,1,1,920,1
12808,1648,472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,196,61,465,1,112,1,1,1,1,489,1,198,102,3,1,1,1
12809,419,3312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46868,1,655,1,1,1,13,858,1136,46,1,421,1,1,1,1651,1
12810,7591,1901,1,1,1,697,1,1,1,1,1,1,1,1,1,1,1,430,1,1,168,5,1,1,1,31,247,1,181,1,1,24.5,118,1
12811,943,3928,1,1,1,6208,1,1,1,1564,1,1,1,1,1,1,1,35417,138,417,1,1,1,1,1,902,1347,1,1,140,1,1,372,1
12812,2282,1353,1,1,1,1,1,3642,1,1,1,1,1,14969,1,1,1,40894,1,1538,1,1,1,323,1,569,768,592,460,197,1,1,1,1
12813,7767,6160,1,9901,399.5,1,1,1,1,11015,9613,1,1,935,6267,1,1,277,1,810,1,1,1,1,1,803,2356,1,1,364,148,1,85,1
12814,584,3910,1,1,1,1,1,1,1,1,7435,1,1,1,1283,1,1,9465,1,1629,1,69,1,523,159,335,1786,1,1242,1,1,1,1806,1
12815,7125,7419,1,1,1,1,4,1,591,387,1,1,1,1,1,179.5,1,1,1,1,1,1,25,1,1,76,362,132,146,1,1,65.5,12,1
12816,780,3297,1,1,1,1,1,1,1,43594,1,1,1,1,1,1,1,6334,1,494,1,1,1,1,1,636,1286,1,479,1,1,1,1172,1
12817,6792,4332,1,34834.5,1,1,1,1,1,4090,1,1,1,1,1668,1,1,8841,240,353,179,1,1,305,1,1104,893,1,419.5,1,35,1,212,84
12818,6800,1191,1,4970,1,1,1,1,1,3053,35053,1,1,4971,765,1,1,100,1,19,1,1,1,1,76,221,448,421,1,400,1,1,1,299
12819,2181,1476,1,1,1,1,1,1,1,1,1,1,28160,1,1,1,1,25405,1,1,1,1,1,1,325,271,1,65,1,53,1,1,1515,1
12820,462,4451,1,1,1,1,1,1,1,762,1,1,1,1,1,1528,1,21174,1,207,1,1,1,208,1,661,599,199,993,1,339,1,1,1
12821,6929,7736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11871,1,1,1,1,1,53,1,1,1,1,1,1,1,1,1,1
12822,2031,2294,1,1,1,10424,1,1,1,1,1,1,732,1,1,1,878,34308,652,197,1,1,1,1,1,1,739,1,60,1,1,1,1,222
12823,6246,6179,1,1,1,1,1,1,1,1,1,1,1,1,1,239,1,24468,1,36,1,24,1,1,1,1,1,1,233,1,1,130.5,1,143
12824,8204,3786,1,1,1,44572,1,1,1,1,1,1,1,1,333,1,1,16289,1,487,442,574,1,1116,1311,1,522,111,1,1,98,1,1,1
12825,6886,3114,1,4590,1,1,1,1,1,5170,4091,1,184,1,588,1,1,1,79,192,22,410,1,19,1,441,1072,1,1161,289,14,1,191,1
12826,957,2103,1,1,13922,1937,1,1,1,1,1,349,1,377.5,1,1,1,6378,192,1,1,1,1,1,1,1,266,1,444,1,271,1,1,1
12827,190,5135,1,1,1,4648,8501,1,1,1,334,1,1,1,1,147,1,33560,1,16,1,1,958,181,145,395,1022,1,143,1,1,1,217,1
12828,7302,7107,1,1,1,876,1,1,1,709,44594,1,1,1,1,1,1,1,1,1,1,369,1,1,1,66,1389,55,1,199,1,1,1,1
12829,864,3136,1,1,77,1,1,1,1,2484,1,1,1,1,1,1,1,1,1,147,1,349,1,1,350,80,2069,1,1,1,126,1,105.5,1
