	Global X	Global Y	CD45RO	N/A	CD31	N/A	N/A	N/A	N/A	pan-CK	PD-1	Ki-67	cyclin D	b-actin	CD3	CD4	N/A	CD16	N/A	N/A	PD-L1	ATPase	Granzyme B	P53	NF-kB	PTEN	p-ERK1/2	N/A	Caspase 3
73	6328.0	10467.0	408.82	431.28	356.58000000000004	382.25	343.06000000000006	393.58000000000004	406.86	405.53999999999996	363.56	359.26	390.05	471.48	444.66	376.32	356.56	376.0	398.70000000000005	337.96000000000004	366.8499999999999	305.46000000000004	420.78	416.41	469.53999999999996	422.79	397.70000000000005	426.06000000000006	370.73
74	8323.0	10657.0	514.78	466.54	455.26	450.13	446.64	495.78	458.5	450.74	483.28	416.43	451.48	497.59000000000003	402.15	397.8	416.66	421.53	455.52	466.56	492.95000000000005	455.74	458.37	492.72	452.09000000000003	452.30999999999995	506.65	496.82	448.27
75	13049.0	22539.0	660.6	438.6	509.16	467.88	540.2	620.38	617.1800000000001	636.6800000000001	584.66	630.3	570.3299999999999	534.5	671.1200000000001	568.98	536.7	557.7600000000001	635.51	651.0899999999999	674.56	533.5699999999999	564.25	691.07	579.28	593.22	607.3399999999999	478.48	521.33
76	5692.0	10929.0	437.71000000000004	492.0	429.78	483.71000000000004	489.04	536.06	513.8	440.39	448.28	426.18000000000006	482.53999999999996	444.92999999999995	512.78	446.64	422.70000000000005	423.14	494.53999999999996	477.74	524.22	417.89	391.28999999999996	469.26	494.2	409.70000000000005	422.02	429.08000000000004	399.21000000000004
77	21401.0	12529.0	428.74	411.5	377.4	486.0	420.34000000000003	370.97	425.68	435.28	394.36	456.01	424.26	465.64	461.15000000000003	380.78	393.1	433.64	434.08000000000004	405.44	406.44000000000005	472.06	459.78000000000003	419.38	432.06	456.13	412.22	430.78999999999996	433.3
78	6035.0	9656.0	428.03	386.96000000000004	462.85	411.2	379.96000000000004	451.74	398.98	430.45	497.4	434.57	384.67	472.16	361.9	438.82	440.45	383.72	405.54	413.43	386.8	393.74	396.77	398.04	501.44	396.15999999999997	344.12	417.58	449.4
79	7660.0	14730.0	346.4	471.65	433.14	245.5	354.56	429.85	371.62	357.78	379.18	369.22	410.25	396.03000000000003	306.71999999999997	348.64	419.24	355.08000000000004	394.08000000000004	409.06000000000006	360.86	366.84	424.76	404.6	370.28999999999996	378.88	399.28	530.58	456.62
80	7099.0	13573.0	456.36	464.54	415.55	408.49	424.24	435.76	448.56	457.04	458.15999999999997	401.95	394.04	445.1	354.49	514.7	392.05	500.22	380.78	406.5	461.04	467.8	536.1500000000001	440.76	417.4	507.36	461.05999999999995	402.08000000000004	436.89
81	9504.0	12279.0	430.79	403.58000000000004	396.89000000000004	456.64	467.28000000000003	456.17	384.44000000000005	390.3	462.38	396.86	386.84000000000003	443.37	353.68	390.25	358.58	475.14	475.44000000000005	349.85	436.56	400.56	504.62	411.11	420.34000000000003	477.3	317.98	425.96000000000004	476.68000000000006
82	7806.0	14593.0	324.4	422.18	507.44	432.9	504.8	434.23	360.69000000000005	516.6	610.71	564.5400000000001	457.42	536.6600000000001	363.65	369.96000000000004	514.1600000000001	470.84000000000003	455.58000000000004	474.57000000000005	494.86	493.72	543.48	557.94	534.36	523.62	567.94	556.4000000000001	486.02
